1598;03.03.2018;3;std
1599;04.03.2018;5;std
1600;04.03.2018;5;std
1601;04.03.2018;5;std
1602;04.03.2018;5;std
1603;04.03.2018;5;std
1604;04.03.2018;5;std
1605;04.03.2018;5;std
1606;04.03.2018;5;std
1607;04.03.2018;5;std
1608;04.03.2018;5;std
1609;08.03.2018;5;std
1610;08.03.2018;5;std
1611;08.03.2018;3;std
1612;08.03.2018;3;std
1613;08.03.2018;5;std
1614;08.03.2018;3;std
1615;08.03.2018;3;std
1616;08.03.2018;3;std
1617;08.03.2018;3;std
1618;10.03.2018;5;std
1619;10.03.2018;5;std
1620;10.03.2018;5;std
1621;10.03.2018;5;std
1622;10.03.2018;5;std
1623;10.03.2018;5;std
1624;10.03.2018;5;std
1625;10.03.2018;5;std
1626;10.03.2018;3;std
1627;10.03.2018;3;std
1628;10.03.2018;3;std
1629;10.03.2018;3;std
1630;10.03.2018;3;std
1631;10.03.2018;3;std
1632;14.03.2018;3;std
1633;14.03.2018;3;std
1634;14.03.2018;3;std
1635;14.03.2018;3;std
1636;16.03.2018;3;std
1637;16.03.2018;3;std
1638;16.03.2018;3;std
1639;16.03.2018;3;std
1640;18.03.2018;3;std
1641;20.03.2018;3;std
1642;20.03.2018;3;std
1643;20.03.2018;3;std
1644;20.03.2018;3;std
1645;24.03.2018;3;std
1646;24.03.2018;3;std
1647;24.03.2018;3;std
1648;29.03.2018;3;std
1649;29.03.2018;3;std
1650;29.03.2018;3;std
1651;29.03.2018;3;std
1652;29.03.2018;3;std
1653;29.03.2018;3;std
1654;29.03.2018;3;std
1655;29.03.2018;3;std
1656;29.03.2018;3;std
1657;31.03.2018;3;std
1658;31.03.2018;3;std
1659;31.03.2018;3;std
1660;31.03.2018;3;std
1661;01.04.2018;5;std
1662;01.04.2018;5;std
1663;01.04.2018;5;std
1664;01.04.2018;5;std
1665;01.04.2018;5;std
1666;01.04.2018;5;std
1667;01.04.2018;5;std
1668;01.04.2018;5;std
1669;01.04.2018;5;std
1670;01.04.2018;5;std
1671;01.04.2018;5;std
1672;01.04.2018;5;std
1673;01.04.2018;5;std
1674;06.04.2018;3;std
1675;06.04.2018;3;std
1676;06.04.2018;3;std
1677;06.04.2018;3;std
1678;07.04.2018;3;std
1679;07.04.2018;3;std
1680;07.04.2018;3;std
1681;07.04.2018;3;std
1682;07.04.2018;3;std
1683;07.04.2018;3;std
1684;07.04.2018;3;std
1685;07.04.2018;3;std
1686;07.04.2018;3;std
1687;10.04.2018;3;std
1688;10.04.2018;3;std
1689;10.04.2018;3;std
1690;10.04.2018;3;std
1691;12.04.2018;3;std
1692;12.04.2018;3;std
1693;12.04.2018;3;std
1694;12.04.2018;3;std
1695;12.04.2018;3;std
1696;12.04.2018;3;std
1697;12.04.2018;3;std
1698;10.04.2018;3;std
1699;10.04.2018;3;std
1700;10.04.2018;3;std
1701;10.04.2018;3;std
1702;10.04.2018;3;std
1703;20.04.2018;3;std
1704;20.04.2018;3;std
1705;20.04.2018;3;std
1706;20.04.2018;3;std
1707;20.04.2018;3;std
1708;20.04.2018;3;std
1709;20.04.2018;3;std
1710;20.04.2018;3;std
1711;20.04.2018;3;std
1712;21.04.2018;3;std
1713;21.04.2018;3;std
1714;21.04.2018;3;std
1715;22.04.2018;3;std
1716;22.04.2018;3;std
1717;22.04.2018;3;std
1718;22.04.2018;3;std
1719;22.04.2018;3;std
1720;22.04.2018;3;std
1721;23.04.2018;3;std
1722;23.04.2018;3;std
1723;23.04.2018;3;std
1724;23.04.2018;3;std
1725;23.04.2018;3;std
1726;23.04.2018;3;std
1727;23.04.2018;3;std
1728;26.04.2018;3;std
1729;26.04.2018;3;std
1730;26.04.2018;3;std
1731;26.04.2018;3;std
1732;30.04.2018;3;std
1733;30.04.2018;3;std
1734;30.04.2018;3;std
1735;30.04.2018;3;std
1736;30.04.2018;3;std
1737;30.04.2018;3;std
1738;30.04.2018;3;std
1739;30.04.2018;3;std
1740;30.04.2018;3;std
1741;30.04.2018;3;std
1742;30.04.2018;3;std
1743;01.05.2018;3;std
1744;01.05.2018;3;std
1745;01.05.2018;3;std
1746;01.05.2018;3;std
1747;01.05.2018;3;std
1748;04.05.2018;5;std
1749;04.05.2018;5;std
1750;04.05.2018;5;std
1751;04.05.2018;5;std
1752;04.05.2018;5;std
1753;04.05.2018;5;std
1754;05.05.2018;3;std
1755;05.05.2018;3;std
1756;05.05.2018;3;std
1757;05.05.2018;3;std
1758;05.05.2018;3;std
1759;05.05.2018;3;std
1760;05.05.2018;3;std
1761;05.05.2018;3;std
1762;05.05.2018;3;std
1763;05.05.2018;3;std
1764;05.05.2018;3;std
1765;05.05.2018;3;std
1766;05.05.2018;3;std
1767;05.05.2018;3;std
1768;06.05.2018;5;std
1769;06.05.2018;5;std
1770;06.05.2018;5;std
1771;06.05.2018;5;std
1772;06.05.2018;5;std
1773;07.05.2018;1;std
1774;07.05.2018;3;std
1775;07.05.2018;3;std
1776;07.05.2018;3;std
1777;07.05.2018;3;std
1778;07.05.2018;3;std
1779;08.05.2018;3;std
1780;08.05.2018;3;std
1781;08.05.2018;3;std
1782;08.05.2018;3;std
1783;08.05.2018;3;std
1784;08.05.2018;3;std
1785;08.05.2018;3;std
1786;08.05.2018;3;std
1787;08.05.2018;3;std
1788;08.05.2018;3;std
1789;08.05.2018;3;std
1790;10.05.2018;3;std
1791;10.05.2018;3;std
1792;10.05.2018;3;std
1793;10.05.2018;3;std
1794;10.05.2018;3;std
1795;10.05.2018;3;std
1796;11.05.2018;3;std
1797;11.05.2018;3;std
1798;11.05.2018;3;std
1799;11.05.2018;3;std
1800;12.05.2018;3;std
1801;12.05.2018;3;std
1802;12.05.2018;3;std
1803;12.05.2018;3;std
1804;12.05.2018;3;std
1805;12.05.2018;3;std
1806;12.05.2018;3;std
1807;12.05.2018;3;std
1808;12.05.2018;3;std
1809;12.05.2018;3;std
1810;12.05.2018;3;std
1811;12.05.2018;3;std
1812;16.05.2018;3;std
1813;16.05.2018;3;std
1814;16.05.2018;3;std
1815;16.05.2018;3;std
