1857;2018-05-31;3;std
1858;2018-05-31;3;std
1859;2018-05-31;3;std
1860;2018-05-31;3;std
1861;2018-05-31;3;std
1862;2018-05-31;3;std
1863;2018-05-31;3;std
1864;2018-06-02;3;std
1865;2018-06-02;3;std
1866;2018-06-02;3;std
1867;2018-06-03;3;std
1868;2018-06-03;3;std
1869;2018-06-02;3;std
1870;2018-06-02;3;std
1871;2018-06-02;3;std
1872;2018-06-02;3;std
1873;2018-06-02;3;std
1874;2018-06-02;3;std
1875;2018-06-11;3;std
1876;2018-06-11;3;std
1877;2018-06-11;3;std
1878;2018-06-13;3;std
1879;2018-06-13;3;std
1880;2018-06-13;3;std
1881;2018-06-13;3;std
1882;2018-06-13;3;std
1883;2018-06-16;3;std
1884;2018-06-16;3;std
1885;2018-06-16;3;std
1886;2018-06-16;3;std
1887;2018-06-16;3;std
1888;2018-06-16;3;std
1889;2018-06-16;3;std
1890;2018-06-16;3;std
1891;2018-06-17;3;std
1892;2018-06-17;3;std
1893;2018-06-17;3;std
1894;2018-06-17;3;std
1895;2018-06-18;3;std
1896;2018-06-18;3;std
1897;2018-06-18;3;std
1898;2018-06-18;3;std
1899;2018-06-20;3;std
1900;2018-06-20;3;std
1901;2018-06-20;3;std
1902;2018-06-20;3;std
1903;2018-06-20;3;std
1904;2018-06-20;3;std
1905;2018-06-22;3;std
1906;2018-06-22;3;std
1907;2018-06-22;3;std
1908;2018-06-22;3;std
1909;2018-06-22;3;std
1910;2018-06-22;3;std
1911;2018-06-25;3;std
1912;2018-06-25;3;std
1913;2018-06-25;3;std
1914;2018-06-25;3;std
1915;2018-06-25;3;std
1916;2018-06-28;3;std
1917;2018-06-28;3;std
1918;2018-06-28;3;std
1919;2018-06-28;3;std
