2104;02.11.2018;3;std
2105;02.11.2018;3;std
2106;02.11.2018;3;std
2107;02.11.2018;3;std
2108;02.11.2018;3;std
2109;02.11.2018;3;std
2110;04.11.2018;3;std
2111;04.11.2018;3;std
2112;04.11.2018;3;std
2113;04.11.2018;3;std
2114;04.11.2018;3;std
2115;04.11.2018;3;std
2116;05.11.2018;3;std
2117;05.11.2018;3;std
2118;05.11.2018;3;std
2119;05.11.2018;3;std
2120;05.11.2018;3;std
2121;09.11.2018;3;std
2122;09.11.2018;3;std
2123;09.11.2018;3;std
2124;09.11.2018;3;std
2125;09.11.2018;3;std
2126;09.11.2018;3;std
2127;09.11.2018;3;std
2128;11.11.2018;3;std
2129;11.11.2018;3;std
2130;11.11.2018;3;std
2131;11.11.2018;3;std
2132;11.11.2018;3;std
2133;11.11.2018;3;std
2134;11.11.2018;3;std
2135;14.11.2018;3;std
2136;14.11.2018;3;std
2137;14.11.2018;3;std
2138;14.11.2018;3;std
2139;14.11.2018;3;std
2140;14.11.2018;3;std
2141;14.11.2018;3;std
2142;14.11.2018;3;std
2143;14.11.2018;3;std
2144;17.11.2018;3;std
2145;17.11.2018;3;std
2146;22.11.2018;3;std
2147;22.11.2018;3;std
2148;22.11.2018;3;std
2149;22.11.2018;3;std
2150;27.11.2018;3;std
2151;27.11.2018;3;std
2152;27.11.2018;3;std
2153;27.11.2018;3;std
2154;27.11.2018;3;std
2155;27.11.2018;3;std
2156;27.11.2018;3;std
2157;27.11.2018;3;std
2158;27.11.2018;3;std
