2376;2019-02-08;3;std;msk
2377;2019-02-08;3;std;msk
2378;2019-02-08;3;std;msk
2379;2019-02-08;3;std;msk
2380;2019-02-08;3;std;msk
2381;2019-02-08;3;std;msk
2382;2019-02-08;3;std;msk
2383;2019-02-08;3;std;msk
2384;2019-02-08;3;std;msk
2385;2019-02-08;3;std;msk
2386;2019-02-08;3;std;msk
2387;2019-02-08;3;std;msk
2388;2019-02-08;3;std;msk
2389;2019-02-08;3;std;msk
2390;2019-02-08;3;std;msk
2391;2019-02-12;3;std;msk
2392;2019-02-12;3;std;msk
2393;2019-02-12;3;std;msk
2394;2019-02-12;3;std;msk
2395;2019-02-12;3;std;msk
2396;2019-02-12;3;std;msk
2397;2019-02-14;3;std;msk
2398;2019-02-14;3;std;msk
2399;2019-02-14;3;std;msk
2400;2019-02-14;3;std;msk
2401;2019-02-14;3;std;msk
2402;2019-02-18;3;std;msk
2403;2019-02-18;3;std;msk
2404;2019-02-18;3;std;msk
2405;2019-02-18;3;std;msk
2406;2019-02-21;3;std;msk
2407;2019-02-21;3;std;msk
2408;2019-02-21;3;std;msk
2409;2019-02-21;3;std;msk
2410;2019-02-22;3;std;msk
2411;2019-02-22;3;std;msk
2412;2019-02-22;3;std;msk
2413;2019-02-22;3;std;msk
2414;2019-02-22;3;std;msk
2415;2019-02-22;3;std;msk
2416;2019-02-23;3;std;msk
2417;2019-02-23;3;std;msk
2418;2019-02-23;3;std;msk
2419;2019-02-23;3;std;msk
2420;2019-02-24;3;std;msk
2421;2019-02-24;3;std;msk
2422;2019-02-24;3;std;msk
2423;2019-02-24;3;std;msk
2424;2019-02-24;3;std;msk
2425;2019-02-24;3;std;msk
2426;2019-02-24;3;std;msk
2427;2019-02-24;3;std;msk
2428;2019-02-26;3;std;msk
2429;2019-02-26;3;std;msk
2430;2019-02-26;3;std;msk
2431;2019-02-28;3;std;msk
2432;2019-02-28;3;std;msk
2433;2019-02-28;3;std;msk
2434;2019-02-28;3;std;msk
2435;2019-03-02;5;std;msk
2436;2019-03-02;5;std;msk
2437;2019-03-02;5;std;msk
2438;2019-03-02;5;std;msk
2439;2019-03-02;5;std;msk
2440;2019-03-03;5;std;msk
2441;2019-03-03;5;std;msk
2442;2019-03-03;5;std;msk
2443;2019-03-03;5;std;msk
2444;2019-03-03;5;std;msk
2445;2019-03-04;3;std;msk
2446;2019-03-04;3;std;msk
2447;2019-03-04;3;std;msk
2448;2019-03-04;3;std;msk
2449;2019-01-19;3;std;spb
2450;2019-01-24;3;std;spb
2451;2019-01-24;3;std;spb
2452;2019-01-30;3;std;spb
2453;2019-01-30;3;std;spb
2454;2019-02-07;3;std;spb
2455;2019-02-07;3;std;spb
2456;2019-02-07;3;std;spb
2457;2019-02-07;3;std;spb
2458;2019-02-07;3;std;spb
2459;2019-02-15;3;std;spb
2460;2019-02-15;3;std;spb
2461;2019-02-20;3;std;spb
2462;2019-02-20;3;std;spb
2463;2019-02-20;3;std;spb
2464;2019-02-20;3;std;spb
2465;2019-02-20;3;std;spb
2466;2019-02-20;3;std;spb
